Proj_num,Name_CN,Name_EN,CategoryCN,CategoryEN,Time,Type_CN,Type_EN,Place_CN,Place_EN,Unit_CN,Unit_EN,X,Y,ProvinceCN,ProvinceEN,Region4CN,Region4EN,Region7CN,Region7EN,center
VII-130,彝族刺绣（凉山彝族刺绣）,Yi embroidery (Liangshan Yi embroidery),传统美术,Traditional art,2021,新增项目,New project,四川省凉山彝族自治州,"Liangshan Yi Autonomous Prefecture, Sichuan Province",凉山彝族自治州非物质文化遗产保护中心,Liangshan Yi Autonomous Prefecture Intangible Cultural Heritage Protection Center,102.257255,27.890199,四川,Sichuan,西部,Western China,西南,Southwest China,"102.257255,27.890199"
VII-131,布依族刺绣,Buyi embroidery,传统美术,Traditional art,2021,新增项目,New project,贵州省黔西南布依族苗族自治州,"Qianxinan Buyei and Miao Autonomous Prefecture, Guizhou Province",黔西南州民族文化中心（黔西南州非物质文化遗产保护中心、黔西南州文物保护中心）,"Qianxinan Ethnic Culture Center (Qianxinan intangible cultural heritage protection center, Qianxinan cultural relics protection center)",104.903952,25.090842,贵州,Guizhou,西部,Western China,西南,Southwest China,"104.903952,25.090842"
VII-132,藏族刺绣（贵南藏族刺绣）,Tibetan embroidery (Guinan Tibetan embroidery),传统美术,Traditional art,2021,新增项目,New project,青海省海南藏族自治州贵南县,"Guinan County, Hainan Tibetan Autonomous Prefecture, Qinghai Province",贵南县文化馆,Guinan County Cultural Center,100.745968,35.587156,青海,Qinghai,西部,Western China,西北,Northwest China,"100.745968,35.587156"
VII-133,哈萨克族刺绣,Kazak embroidery,传统美术,Traditional art,2021,新增项目,New project,新疆维吾尔自治区昌吉回族自治州木垒哈萨克自治县,"Mulei Kazak Autonomous County, Changji Hui Autonomous Prefecture, Xinjiang Uygur Autonomous Region",木垒哈萨克自治县文化馆,Mulei Kazakh Autonomous County Cultural Center,90.284019,43.833219,新疆,Xinjiang,西部,Western China,西北,Northwest China,"90.284019,43.833219"
VII-134,水晶雕刻（东海水晶雕刻）,Crystal carving (Donghai crystal carving),传统美术,Traditional art,2021,新增项目,New project,江苏省连云港市东海县,"Donghai County, Lianyungang City, Jiangsu Province",江苏省水晶文化研究会,Jiangsu crystal Culture Research Association,118.747375,34.543411,江苏,Jiangsu,东部,Eastern China,华东,East China,"118.747375,34.543411"
VII-135,瓷刻（大丰瓷刻）,Porcelain carving (Dafeng porcelain carving),传统美术,Traditional art,2021,新增项目,New project,江苏省盐城市大丰区,"Dafeng District, Yancheng City, Jiangsu Province",盐城市大丰区瓷刻世家工艺厂,Yancheng Dafeng District porcelain carving Shijia Craft Factory,120.496279,33.201971,江苏,Jiangsu,东部,Eastern China,华东,East China,"120.496279,33.201971"
VII-136,竹根雕（象山竹根雕）,Bamboo root carving (Xiangshan bamboo root carving),传统美术,Traditional art,2021,新增项目,New project,浙江省宁波市象山县,"Xiangshan County, Ningbo City, Zhejiang Province",象山德和根艺美术馆,Xiangshan Dehe Root Art Museum,121.865334,29.479409,浙江,Zhejiang,东部,Eastern China,华东,East China,"121.865334,29.479409"
VII-137,贝雕（北海贝雕）,Shell carving (Beihai shell carving),传统美术,Traditional art,2021,新增项目,New project,广西壮族自治区北海市,"Beihai City, Guangxi Zhuang Autonomous Region",北海市恒兴珠宝有限责任公司,"Beihai Hengxing Jewelry Co., Ltd",109.114961,21.475728,广西,Guangxi,西部,Western China,华南,South China,"109.114961,21.475728"
VII-138,骨角雕（合浦角雕）,Bone horn carving (Hepu horn carving),传统美术,Traditional art,2021,新增项目,New project,广西壮族自治区北海市合浦县,"Hepu County, Beihai City, Guangxi Zhuang Autonomous Region",合浦金蝠角雕厂,Hepu golden bat horn carving factory,109.203137,21.663516,广西,Guangxi,西部,Western China,华南,South China,"109.203137,21.663516"
VII-139,皮艺（蒙古族皮艺）,Leather art (Mongolian leather art),传统美术,Traditional art,2021,新增项目,New project,内蒙古自治区呼和浩特市,"Hohhot City, Inner Mongolia Autonomous Region",呼和浩特市非物质文化遗产保护中心,Hohhot Intangible Cultural Heritage Protection Center,111.741508,40.841276,内蒙古,Inner Mongolia,西部,Western China,华北,North China,"111.741508,40.841276"
V-128,蔡家洼五音大鼓,Caijiawa five tone drum,曲艺,Quyi,2021,新增项目,New project,北京市密云区,"Miyun District, Beijing",北京市密云区巨各庄镇蔡家洼股份经济合作社,"Caijiawa joint stock economic cooperative, Jugezhuang Town, Miyun District, Beijing",116.837144,40.375666,北京,Beijing,东部,Eastern China,华北,North China,"116.837144,40.375666"
V-129,屯留道情,Tunliu Daoqing,曲艺,Quyi,2021,新增项目,New project,山西省长治市屯留区,"Tunliu District, Changzhi City, Shanxi Province",长治市屯留区文化馆,Changzhi Tunliu District Cultural Center,112.885994,36.316094,山西,Shanxi,中部,Central China,华北,North China,"112.885994,36.316094"
V-130,陵川钢板书,Lingchuan steel plate book,曲艺,Quyi,2021,新增项目,New project,山西省晋城市陵川县,"Lingchuan County, Jincheng City, Shanxi Province",陵川县盲人曲艺宣传队,Lingchuan blind folk art publicity team,113.274237,35.775784,山西,Shanxi,中部,Central China,华北,North China,"113.274237,35.775784"
V-131,苏北大鼓,Northern Jiangsu Dagu,曲艺,Quyi,2021,新增项目,New project,江苏省宿迁市宿城区,"Sucheng District, Suqian City, Jiangsu Province",宿迁市宿城区文化馆,Suqian Sucheng District Cultural Center,118.237027,33.964388,江苏,Jiangsu,东部,Eastern China,华东,East China,"118.237027,33.964388"
V-132,三跳（湖州三跳）,Triple jump (Huzhou triple jump),曲艺,Quyi,2021,新增项目,New project,浙江省湖州市,"Huzhou City, Zhejiang Province",湖州市文化馆、湖州市非物质文化遗产保护中心,"Huzhou cultural center, Huzhou Intangible Cultural Heritage Protection Center",120.09754,30.869255,浙江,Zhejiang,东部,Eastern China,华东,East China,"120.09754,30.869255"
V-133,南昌清音,Nanchang Qingyin,曲艺,Quyi,2021,新增项目,New project,江西省南昌市东湖区,"Donghu District, Nanchang City, Jiangxi Province",江西省南昌市东湖区文化馆（南昌市东湖区非物质文化遗产研究保护中心）,"Donghu District Cultural Center, Nanchang City, Jiangxi Province (Nanchang Donghu District intangible cultural heritage research and Protection Center)",115.894421,28.68845,江西,Jiangxi,中部,Central China,华中,Central China,"115.894421,28.68845"
V-134,都昌鼓书,Duchang drum book,曲艺,Quyi,2021,新增项目,New project,江西省九江市都昌县,"Duchang County, Jiujiang City, Jiangxi Province",都昌县文化旅游服务中心（都昌县文化馆）,Duchang County Cultural Tourism Service Center (Duchang County Cultural Center),116.19908,29.275892,江西,Jiangxi,中部,Central China,华中,Central China,"116.19908,29.275892"
V-135,江西莲花落,Jiangxi lianhualuo,曲艺,Quyi,2021,新增项目,New project,江西省萍乡市,"Pingxiang City, Jiangxi Province",萍乡市文化馆,Pingxiang Cultural Center,113.846879,27.626353,江西,Jiangxi,中部,Central China,华中,Central China,"113.846879,27.626353"
V-136,陕州锣鼓书,Shaanxi gongs and Drums Book,曲艺,Quyi,2021,新增项目,New project,河南省三门峡市,"Sanmenxia City, Henan Province",三门峡市群众艺术馆,Sanmenxia Mass Art Museum,111.188098,34.778311,河南,Henan,中部,Central China,华中,Central China,"111.188098,34.778311"
V-137,天门渔鼓,Tianmen fishing drum,曲艺,Quyi,2021,新增项目,New project,湖北省天门市,"Tianmen City, Hubei Province",天门市群众艺术馆,Tianmen Mass Art Museum,113.159843,30.655409,湖北,Hubei,中部,Central China,华中,Central China,"113.159843,30.655409"
V-138,竹板歌,Bamboo board song,曲艺,Quyi,2021,新增项目,New project,广东省梅州市兴宁市,"Xingning City, Meizhou City, Guangdong Province",兴宁市文化馆,Xingning Cultural Center,115.726334,24.139383,广东,Guangdong,东部,Eastern China,华南,South China,"115.726334,24.139383"
V-139,末伦,Mo Lun,曲艺,Quyi,2021,新增项目,New project,广西壮族自治区百色市靖西市,"Jingxi City, Baise City, Guangxi Zhuang Autonomous Region",靖西市文化馆,Jingxi Cultural Center,106.41388,23.137318,广西,Guangxi,西部,Western China,华南,South China,"106.41388,23.137318"
V-140,嘎百福,GA Baifu,曲艺,Quyi,2021,新增项目,New project,贵州省黔东南苗族侗族自治州,"Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou Province",黔东南州非物质文化遗产保护中心,Qiandongnan Intangible Cultural Heritage Protection Center,107.973367,26.586903,贵州,Guizhou,西部,Western China,西南,Southwest China,"107.973367,26.586903"
V-141,旭早,Xu Zao,曲艺,Quyi,2021,新增项目,New project,贵州省黔南布依族苗族自治州三都水族自治县,"Sandushui Autonomous County, Qiannan Buyei and Miao Autonomous Prefecture, Guizhou Province",三都水族自治县非物质文化遗产保护中心,Intangible cultural heritage protection center of Sandu Shui Autonomous County,107.86574,25.986562,贵州,Guizhou,西部,Western China,西南,Southwest China,"107.86574,25.986562"
V-142,大本曲,Da Ben Qu,曲艺,Quyi,2021,新增项目,New project,云南省大理白族自治州大理市,"Dali City, Dali Bai Autonomous Prefecture, Yunnan Province",大理市非物质文化遗产保护管理所,Dali intangible cultural heritage protection and Management Office,100.240277,25.596099,云南,Yunnan,西部,Western China,西南,Southwest China,"100.240277,25.596099"
V-143,古尔鲁,Guru,曲艺,Quyi,2021,新增项目,New project,西藏自治区拉萨市,"Lhasa City, Tibet Autonomous Region",西藏墨竹工卡县直孔替寺管理委员会,"Management Committee of zhikongti temple, Mozhugongka County, Tibet",91.170493,29.656271,西藏,Tibet,西部,Western China,西南,Southwest China,"91.170493,29.656271"
V-144,陕西快板,Shaanxi Allegro,曲艺,Quyi,2021,新增项目,New project,陕西省,Shaanxi Province,陕西省曲艺家协会,Shaanxi quyi Artists Association,108.943351,34.264736,陕西,Shaanxi,西部,Western China,西北,Northwest China,"108.943351,34.264736"
V-145,龙头琴弹唱,Dragon head piano playing and singing,曲艺,Quyi,2021,新增项目,New project,甘肃省甘南藏族自治州玛曲县,"Maqu County, Gannan Tibetan Autonomous Prefecture, Gansu Province",玛曲县文化馆,Maqu County Cultural Center,102.070684,33.999849,甘肃,Gansu,西部,Western China,西北,Northwest China,"102.070684,33.999849"
IV-163,南路丝弦,South road silk string,传统戏剧,Traditional drama,2021,新增项目,New project,河北省邢台市,"Xingtai City, Hebei Province",邢台市群众艺术馆,Xingtai Mass Art Museum,114.502963,37.067736,河北,Hebei,东部,Eastern China,华北,North China,"114.502963,37.067736"
IV-164,吉剧,Auspicious drama,传统戏剧,Traditional drama,2021,新增项目,New project,吉林省,Jilin Province,吉林省戏曲剧院（吉林省民间艺术团）,Jilin Opera Theatre (Jilin folk art troupe),125.31798,43.884427,吉林,Jilin,东北,Northeast China,东北,Northeast China,"125.31798,43.884427"
IV--165,满族新城戏,Manchu Xincheng Opera,传统戏剧,Traditional drama,2021,新增项目,New project,吉林省松原市,"Songyuan City, Jilin Province",松原市满族新城戏传承保护中心,Songyuan Manchu Xincheng opera inheritance and Protection Center,124.817321,45.116275,吉林,Jilin,东北,Northeast China,东北,Northeast China,"124.817321,45.116275"
IV-166,杂剧作场戏,Make a play of Zaju,传统戏剧,Traditional drama,2021,新增项目,New project,福建省三明市,"Sanming City, Fujian Province",三明市艺术馆（三明市非物质文化遗产保护中心）,Sanming Art Museum (Sanming Intangible Cultural Heritage Protection Center),117.630107,26.268876,福建,Fujian,东部,Eastern China,华东,East China,"117.630107,26.268876"
IV-167,宁河戏,Ninghe Opera,传统戏剧,Traditional drama,2021,新增项目,New project,江西省九江市修水县,"Xiushui County, Jiujiang City, Jiangxi Province",修水县文化馆,Xiushui County Cultural Center,114.541696,29.029096,江西,Jiangxi,中部,Central China,华中,Central China,"114.541696,29.029096"
IV-168,端公戏（旺苍端公戏）,Duangong Opera (Wangcang Duangong Opera),传统戏剧,Traditional drama,2021,新增项目,New project,四川省广元市,"Guangyuan City, Sichuan Province",旺苍县文化馆,Wangcang County Cultural Center,105.826026,32.436043,四川,Sichuan,西部,Western China,西南,Southwest China,"105.826026,32.436043"
Ⅳ-168,端公戏（昭通端公戏）,Duangong Opera (Zhaotong Duangong Opera),传统戏剧,Traditional drama,2021,新增项目,New project,云南省昭通市,"Zhaotong City, Yunnan Province",昭通市非物质文化遗产保护中心,Zhaotong Intangible Cultural Heritage Protection Center,103.715123,27.340424,云南,Yunnan,西部,Western China,西南,Southwest China,"103.715123,27.340424"
IV-169,白族吹吹腔,Bai blowing Tune,传统戏剧,Traditional drama,2021,新增项目,New project,云南省大理白族自治州云龙县,"Yunlong County, Dali Bai Autonomous Prefecture, Yunnan Province",云龙县非物质文化遗产保护中心,Yunlong Intangible Cultural Heritage Protection Center,99.369976,25.888641,云南,Yunnan,西部,Western China,西南,Southwest China,"99.369976,25.888641"
IV-170,巴贡（霞尔巴贡）,Bagun (charbagun),传统戏剧,Traditional drama,2021,新增项目,New project,西藏自治区日喀则市,"Xigaze City, Tibet Autonomous Region",萨迦县文化和旅游局（萨迦县文物局）,Sakya County Culture and Tourism Bureau (Sakya County Cultural Relics Bureau),88.883117,29.270787,西藏,Tibet,西部,Western China,西南,Southwest China,"88.883117,29.270787"
IV-171,土生土语话剧,Tushengtuyu drama,传统戏剧,Traditional drama,2021,新增项目,New project,澳门特别行政区,Macao Special Administrative Region,澳门土生土语话剧社,Macao native dialect drama club,113.538012,22.189816,澳门,Macao,东部,Eastern China,华南,South China,"113.538012,22.189816"
I-1,苗族古歌（簪汪传）,Miao ancient songs (hairpin Wang Chuan),民间文学,Folk Literature,2021,扩展项目,Extension project,贵州省贵阳市清镇市,"Qingzhen City, Guiyang City, Guizhou Province",清镇市文化馆,Qingzhen Cultural Center,106.466954,26.559491,贵州,Guizhou,西部,Western China,西南,Southwest China,"106.466954,26.559491"
I-12,满族说部（孙吴县满语故事）,Manchu speaking Department (Manchu story of Sunwu County),民间文学,Folk Literature,2021,扩展项目,Extension project,黑龙江省黑河市孙吴县,"Sunwu County, Heihe City, Heilongjiang Province",孙吴县文化馆,Sunwu County Cultural Center,127.328958,49.423381,黑龙江,Heilongjiang,东北,Northeast China,东北,Northeast China,"127.328958,49.423381"
I-13,宝卷（岷县宝卷）,Baojuan (Minxian Baojuan),民间文学,Folk Literature,2021,扩展项目,Extension project,甘肃省定西市岷县,"Min County, Dingxi City, Gansu Province",岷县文化馆,Minxian Cultural Center,104.034263,34.439408,甘肃,Gansu,西部,Western China,西北,Northwest China,"104.034263,34.439408"
I-26,江格尔,Jangar,民间文学,Folk Literature,2021,扩展项目,Extension project,内蒙古自治区,Inner Mongolia Autonomous Region,内蒙古自治区非物质文化遗产保护中心,Intangible cultural heritage protection center of Inner Mongolia Autonomous Region,111.664021,40.816981,内蒙古,Inner Mongolia,西部,Western China,华北,North China,"111.664021,40.816981"
I-78,童谣（纳西族童谣）,Nursery rhyme (Naxi nursery rhyme),民间文学,Folk Literature,2021,扩展项目,Extension project,云南省丽江市古城区,"Gucheng District, Lijiang City, Yunnan Province",古城区非物质文化遗产保护管理中心,Gucheng District intangible cultural heritage protection and Management Center,100.224632,26.880731,云南,Yunnan,西部,Western China,西南,Southwest China,"100.224632,26.880731"
I-91,禹的传说（武汉大禹治水传说）,Legend of Yu (Legend of Dayu flood control in Wuhan),民间文学,Folk Literature,2021,扩展项目,Extension project,湖北省武汉市汉阳区,"Hanyang District, Wuhan City, Hubei Province",武汉市晴川阁管理处（武汉大禹文化博物馆）,Wuhan qingchuange Management Office (Wuhan Dayu Culture Museum),114.213268,30.556365,湖北,Hubei,中部,Central China,华中,Central China,"114.213268,30.556365"
I-96,禅宗祖师传说（六祖传说）,Legend of Zen ancestor (Legend of the sixth ancestor),民间文学,Folk Literature,2021,扩展项目,Extension project,广东省云浮市新兴县,"Xinxing County, Yunfu City, Guangdong Province",新兴县文化馆,Xinxing County Cultural Center,112.220181,22.698534,广东,Guangdong,东部,Eastern China,华南,South China,"112.220181,22.698534"
I-114,祝赞词（肃北蒙古族祝赞词）,Zhu zanci (Zhu zanci of Subei Mongolian nationality),民间文学,Folk Literature,2021,扩展项目,Extension project,甘肃省酒泉市肃北蒙古族自治县,"Subei Mongolian Autonomous County, Jiuquan City, Gansu Province",肃北蒙古族自治县文化馆,Subei Mongolian Autonomous County Cultural Center,94.875605,39.511938,甘肃,Gansu,西部,Western China,西北,Northwest China,"94.875605,39.511938"
I-125,谚语（哈萨克族谚语）,Proverbs (Kazak proverbs),民间文学,Folk Literature,2021,扩展项目,Extension project,新疆维吾尔自治区伊犁哈萨克自治州特克斯县,"Tekes County, Ili Kazakh Autonomous Prefecture, Xinjiang Uygur Autonomous Region",特克斯县文化馆,Tex County Cultural Center,81.833329,43.21592,新疆,Xinjiang,西部,Western China,西北,Northwest China,"81.833329,43.21592"
III-2,秧歌（西码头百忍京秧歌高跷）,Yangko (Beijing Yangko stilts at West Wharf),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,天津市红桥区,"Hongqiao District, Tianjin",天津市红桥区文化馆,Tianjin Hongqiao District Cultural Center,117.145137,39.1662,天津,Tianjin,东部,Eastern China,华北,North China,"117.145137,39.1662"
Ⅲ-2,秧歌（滦州地秧歌）,Yangko (luanzhou Yangko),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,河北省唐山市滦州市,"Luanzhou City, Tangshan City, Hebei Province",滦州市文化馆,Luanzhou Cultural Center,118.69759,39.739372,河北,Hebei,东部,Eastern China,华北,North China,"118.69759,39.739372"
Ⅲ-2,秧歌（乌拉满族秧歌）,Yangko (ulaman Yangko),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,吉林省吉林市,"Jilin City, Jilin Province",吉林市艺术研究所（吉林市非物质文化遗产保护研究中心）,Jilin Art Research Institute (Jilin Intangible Cultural Heritage Protection Research Center),126.544039,43.835893,吉林,Jilin,东北,Northeast China,东北,Northeast China,"126.544039,43.835893"
III-4,龙舞（徽州板凳龙）,Dragon Dance (Huizhou bench dragon),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,安徽省黄山市休宁县,"Xiuning County, Huangshan City, Anhui Province",休宁县文化馆,Xiuning County Cultural Center,118.193989,29.791551,安徽,Anhui,中部,Central China,华东,East China,"118.193989,29.791551"
Ⅲ-4,龙舞（王贵武龙灯）,Dragon Dance (Wang Guiwu dragon lantern),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,湖北省黄石市铁山区,"Tieshan District, Huangshi City, Hubei Province",湖北铁城文化旅游投资有限公司,"Hubei Tiecheng Cultural Tourism Investment Co., Ltd",114.886605,30.205833,湖北,Hubei,中部,Central China,华中,Central China,"114.886605,30.205833"
Ⅲ-4,龙舞（板板龙灯）,Dragon Dance (board dragon lantern),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,湖南省张家界市慈利县,"Cili County, Zhangjiajie City, Hunan Province",慈利县非物质文化遗产保护中心,Cili Intangible Cultural Heritage Protection Center,111.134128,29.432528,湖南,Hunan,中部,Central China,华中,Central China,"111.134128,29.432528"
Ⅲ-4,龙舞（安仁板凳龙）,Dragon Dance (Anren bench dragon),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,四川省达州市,"Dazhou City, Sichuan Province",达州市达川区文化馆,Dazhou Dachuan District Cultural Center,107.463368,31.211718,四川,Sichuan,西部,Western China,西南,Southwest China,"107.463368,31.211718"
III-5,狮舞（上川黄连胜醒狮舞）,Lion Dance (Shangchuan Huanglian wins lion dance),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,广东省深圳市宝安区,"Bao'an District, Shenzhen City, Guangdong Province",深圳市宝安区新安街道党建服务中心（深圳市宝安区新安街道人才人事服务中心、深圳市宝安区新安街道离退休干部服务中心、深圳市宝安区新安街道社区教育中心、深圳市宝安区新安街道劳,"Shenzhen Bao'an District Xin'an Street Party Construction Service Center (Shenzhen Bao'an District Xin'an Street talent and personnel service center, Shenzhen Bao'an District Xin'an Street retired cadre service center, Shenzhen Bao'an District Xin'an Str",113.879134,22.558305,广东,Guangdong,东部,Eastern China,华南,South China,"113.879134,22.558305"
Ⅲ-5,狮舞（瑶族布袋木狮舞）,Lion Dance (Yao cloth bag wooden lion dance),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,广东省清远市连州市,"Lianzhou City, Qingyuan City, Guangdong Province",连州市文化馆,Lianzhou Cultural Center,112.371908,24.783683,广东,Guangdong,东部,Eastern China,华南,South China,"112.371908,24.783683"
III-7,傩舞（萍乡耍傩神）,Nuo dance (Pingxiang wants Nuo God),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,江西省萍乡市,"Pingxiang City, Jiangxi Province",萍乡市文化馆,Pingxiang Cultural Center,113.846879,27.626353,江西,Jiangxi,中部,Central China,华中,Central China,"113.846879,27.626353"
III-20,锅庄舞（甘南锅庄舞）,Guozhuang dance (Gannan Guozhuang dance),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,甘肃省甘南藏族自治州,"Gannan Tibetan Autonomous Prefecture, Gansu Province",甘南藏族自治州文化馆（甘南藏族自治州美术馆）,Gannan Tibetan Autonomous Prefecture Culture Museum (Gannan Tibetan Autonomous Prefecture Art Museum),102.909285,34.987489,甘肃,Gansu,西部,Western China,西北,Northwest China,"102.909285,34.987489"
III-39,卓舞（热振曲卓）,Zhuo dance (hot vibration),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,西藏自治区拉萨市,"Lhasa City, Tibet Autonomous Region",林周县文化和旅游局（林周县文物局）,Linzhou County Bureau of culture and tourism (Linzhou County Bureau of cultural relics),91.170493,29.656271,西藏,Tibet,西部,Western China,西南,Southwest China,"91.170493,29.656271"
Ⅲ-39,卓舞（斯马卓）,Zhuo dance (smazhuo),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,西藏自治区日喀则市,"Xigaze City, Tibet Autonomous Region",日喀则市桑珠孜区文化和旅游局,"Sangzhuzi District Bureau of culture and tourism, Shigatse City",88.883117,29.270787,西藏,Tibet,西部,Western China,西南,Southwest China,"88.883117,29.270787"
III-42,鼓舞（辽西太平鼓）,Drum dance (Western Liaoning Taiping drum),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,辽宁省葫芦岛市,"Huludao City, Liaoning Province",绥中县文化旅游事务服务中心,Suizhong County Cultural Tourism Service Center,120.851257,40.754124,辽宁,Liaoning,东北,Northeast China,东北,Northeast China,"120.851257,40.754124"
Ⅲ-42,鼓舞（四筒鼓舞）,Drum (four drum drum drum),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,云南省昭通市昭阳区,"Zhaoyang District, Zhaotong City, Yunnan Province",昭通市昭阳区文化馆,Zhaoyang District Cultural Center of Zhaotong City,103.704465,27.323517,云南,Yunnan,西部,Western China,西南,Southwest China,"103.704465,27.323517"
Ⅲ-42,鼓舞（彝族花鼓舞）,Drum dance (flower drum dance of Yi nationality),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,云南省玉溪市峨山彝族自治县,"Eshan Yi Autonomous County, Yuxi City, Yunnan Province",峨山彝族自治县文艺创作室（峨山彝族自治县文化遗产保护传承中心）,Literature and art creation Office of Eshan Yi Autonomous County (cultural heritage protection and inheritance center of Eshan Yi Autonomous County),102.404248,24.171645,云南,Yunnan,西部,Western China,西南,Southwest China,"102.404248,24.171645"
III-45,灯舞（吉水鳌鱼灯）,Lantern Dance (auspicious turtle lantern),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,江西省吉安市吉水县,"Jishui County, Ji'an City, Jiangxi Province",吉水县文化馆,Jishui County Cultural Center,115.130744,27.232839,江西,Jiangxi,中部,Central China,华中,Central China,"115.130744,27.232839"
Ⅲ-45,灯舞（五虾闹鮎）,Lantern Dance (five shrimps),传统舞蹈,Traditional dance,2021,扩展项目,Extension project,湖北省荆州市,"Jingzhou City, Hubei Province",荆州市群众艺术馆（荆州市艺术研究所）,Jingzhou Mass Art Museum (Jingzhou Art Research Institute),112.232419,30.329414,湖北,Hubei,中部,Central China,华中,Central China,"112.232419,30.329414"
III-94,萨吾尔登,Sawerden,传统舞蹈,Traditional dance,2021,扩展项目,Extension project,内蒙古自治区阿拉善盟额济纳旗,"Ejina Banner, Alxa League, Inner Mongolia Autonomous Region",额济纳旗文化馆,Ejina Banner Cultural Museum,101.053376,41.952492,内蒙古,Inner Mongolia,西部,Western China,华北,North China,"101.053376,41.952492"
II-3,蒙古族长调民歌（乌珠穆沁长调）,Mongolian Long Tune folk song (Wuzhumuqin Long Tune),传统音乐,Traditional music,2021,扩展项目,Extension project,内蒙古自治区锡林郭勒盟西乌珠穆沁旗,"Xiwuzhumuqin banner, Xilin Gol League, Inner Mongolia Autonomous Region",西乌珠穆沁旗文化馆,Xiwuzhumuqin banner Cultural Museum,117.602033,44.586265,内蒙古,Inner Mongolia,西部,Western China,华北,North China,"117.602033,44.586265"
II-34,古琴艺术,Guqin art,传统音乐,Traditional music,2021,扩展项目,Extension project,陕西省,Shaanxi Province,陕西省艺术研究院,Shaanxi Academy of Art,108.943351,34.264736,陕西,Shaanxi,西部,Western China,西北,Northwest China,"108.943351,34.264736"
II-35,蒙古族马头琴音乐（蒙古勒津马头琴音乐）,Mongolian Matouqin music (Mongolian lejin Matouqin Music),传统音乐,Traditional music,2021,扩展项目,Extension project,辽宁省阜新市,"Fuxin City, Liaoning Province",阜新蒙古族自治县文化体育旅游服务中心,"Fuxin Mongolian Autonomous County Culture, sports and Tourism Service Center",121.6436,42.009723,辽宁,Liaoning,东北,Northeast China,东北,Northeast China,"121.6436,42.009723"
II-37,唢呐艺术（五台八大套）,Suona Art (five sets and eight sets),传统音乐,Traditional music,2021,扩展项目,Extension project,山西省忻州市五台县,"Wutai County, Xinzhou City, Shanxi Province",五台《山西八大套》研究会,"Wutai ""Shanxi eight sets"" Research Association",113.24853,38.727637,山西,Shanxi,中部,Central China,华北,North China,"113.24853,38.727637"
Ⅱ-37,唢呐艺术（子长唢呐）,Suona Art (Zichang suona),传统音乐,Traditional music,2021,扩展项目,Extension project,陕西省延安市子长市,"Zichang City, Yan'an City, Shaanxi Province",子长市文化馆,Zichang Cultural Center,109.669878,37.142315,陕西,Shaanxi,西部,Western China,西北,Northwest China,"109.669878,37.142315"
II-105,蒙古族民歌（和硕特民歌）,Mongolian folk songs (Heshuote folk songs),传统音乐,Traditional music,2021,扩展项目,Extension project,内蒙古自治区阿拉善盟阿拉善左旗,"Alxa Left Banner, Alxa League, Inner Mongolia Autonomous Region",阿拉善左旗文化馆,Alxa Left Banner Cultural Museum,105.662181,38.832953,内蒙古,Inner Mongolia,西部,Western China,华北,North China,"105.662181,38.832953"
Ⅱ-105,蒙古族民歌（新疆温泉县蒙古族短调民歌）,"Mongolian folk songs (Mongolian short tune folk songs in Wenquan County, Xinjiang)",传统音乐,Traditional music,2021,扩展项目,Extension project,新疆维吾尔自治区博尔塔拉蒙古自治州温泉县,"Wenquan County, Bortala Mongolian Autonomous Prefecture, Xinjiang Uygur Autonomous Region",温泉县文化馆,Wenquan County Cultural Center,81.021995,44.967943,新疆,Xinjiang,西部,Western China,西北,Northwest China,"81.021995,44.967943"
II-123,锣鼓艺术（临清驾鼓）,Gong and Drum Art (driving drums in Linqing),传统音乐,Traditional music,2021,扩展项目,Extension project,山东省聊城市临清市,"Linqing City, Liaocheng City, Shandong Province",临清市文化馆,Linqing Cultural Center,115.699028,36.837962,山东,Shandong,东部,Eastern China,华东,East China,"115.699028,36.837962"
II-131,工布扎念博咚,Gongbuzha nianbodong,传统音乐,Traditional music,2021,扩展项目,Extension project,西藏自治区林芝市,"Nyingchi City, Tibet Autonomous Region",林芝市巴宜区文化和旅游局,"Bayi District Bureau of culture and tourism, Nyingchi City",94.360732,29.650099,西藏,Tibet,西部,Western China,西南,Southwest China,"94.360732,29.650099"
